,Unnamed: 0,Dia,Hora,GEN,NOC,VHC,COFGEN,COFNOC,COFVHC,PMHGEN,PMHNOC,PMHVHC,SAHGEN,SAHNOC,SAHVHC,FOMGEN,FOMNOC,FOMVHC,FOSGEN,FOSNOC,FOSVHC,INTGEN,INTNOC,INTVHC,PCAPGEN,PCAPNOC,PCAPVHC,TEUGEN,TEUNOC,TEUVHC,CCVGEN,CCVNOC,CCVVHC
90,90,04/01/2021,18-19,"138,10","157,05","157,05","0,000168439383000000","0,000146178727000000","0,000125708042000000","84,34","85,05","85,05","1,67","1,69","1,69","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,50","5,71","5,71","44,03","62,01","62,01","2,36","2,39","2,39"
91,91,04/01/2021,19-20,"139,79","158,83","158,83","0,000186845967000000","0,000173888239000000","0,000168996225000000","86,18","86,97","86,97","1,50","1,51","1,51","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,50","5,72","5,72","44,03","62,01","62,01","2,39","2,41","2,41"
92,92,04/01/2021,20-21,"136,75","155,76","155,76","0,000201632649000000","0,000191879002000000","0,000172514216000000","83,22","83,98","83,98","1,44","1,45","1,45","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,51","5,73","5,73","44,03","62,01","62,01","2,35","2,37","2,37"
93,93,04/01/2021,21-22,"132,39","151,36","151,36","0,000204637654000000","0,000200969403000000","0,000171400298000000","78,71","79,44","79,44","1,63","1,64","1,64","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,53","5,75","5,75","44,03","62,01","62,01","2,28","2,31","2,31"
94,94,04/01/2021,22-23,"130,10","80,08","149,17","0,000179760888000000","0,000212631872000000","0,000166417642000000","76,12","72,88","76,93","1,82","1,74","1,84","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,65","0,94","5,89","44,03","2,22","62,01","2,27","2,11","2,30"
95,95,04/01/2021,23-24,"129,38","79,26","84,28","0,000141934036000000","0,000190633438000000","0,000157112591000000","75,03","71,73","75,46","2,16","2,07","2,17","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,69","0,95","1,34","44,03","2,22","2,88","2,27","2,10","2,21"
96,96,05/01/2021,00-01,"138,22","87,19","93,12","0,000106601908000000","0,000158426106000000","0,000146903080000000","81,37","77,42","81,88","4,37","4,15","4,39","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,82","0,96","1,38","44,03","2,22","2,88","2,42","2,23","2,37"
97,97,05/01/2021,01-02,"128,73","78,16","74,17","0,000082519860000000","0,000133449246000000","0,000166049046000000","70,88","67,44","65,25","5,49","5,23","5,06","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,83","0,97","0,75","44,03","2,22","0,89","2,28","2,10","2,03"
98,98,05/01/2021,02-03,"124,08","73,61","69,66","0,000070676129000000","0,000118078539000000","0,000162458440000000","65,78","62,52","60,39","5,96","5,66","5,47","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,87","0,97","0,75","44,03","2,22","0,89","2,22","2,04","1,96"
99,99,05/01/2021,03-04,"123,25","72,82","68,90","0,000065432101000000","0,000109810787000000","0,000154718078000000","64,71","61,50","59,41","6,21","5,90","5,70","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,88","0,97","0,75","44,03","2,22","0,89","2,21","2,03","1,96"
100,100,05/01/2021,04-05,"122,75","72,35","68,50","0,000063542097000000","0,000106745941000000","0,000146527153000000","64,17","60,99","58,96","6,26","5,95","5,76","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,87","0,97","0,75","44,03","2,22","0,89","2,20","2,02","1,95"
101,101,05/01/2021,05-06,"123,22","72,80","68,99","0,000065031472000000","0,000110137680000000","0,000139608449000000","64,88","61,65","59,65","6,03","5,73","5,55","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,86","0,97","0,75","44,03","2,22","0,89","2,20","2,02","1,95"
102,102,05/01/2021,06-07,"129,62","79,35","75,49","0,000076502300000000","0,000120003256000000","0,000138157098000000","72,48","69,20","67,10","4,89","4,66","4,52","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,74","0,95","0,74","44,03","2,22","0,89","2,28","2,11","2,04"
103,103,05/01/2021,07-08,"138,80","88,49","93,79","0,000105023798000000","0,000143170247000000","0,000144414681000000","83,34","79,86","83,82","3,18","3,05","3,20","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,64","0,94","1,33","44,03","2,22","2,88","2,40","2,23","2,35"
104,104,05/01/2021,08-09,"136,67","87,06","91,72","0,000126452686000000","0,000146742699000000","0,000129555059000000","83,32","80,29","83,74","1,31","1,26","1,32","0,03","0,03","0,03","0,17","0,16","0,17","0,00","0,00","0,00","5,47","0,92","1,29","44,03","2,22","2,88","2,34","2,19","2,29"
105,105,05/01/2021,09-10,"141,67","92,05","96,70","0,000137329686000000","0,000140022444000000","0,000108973268000000","88,13","85,05","88,51","1,47","1,42","1,47","0,03","0,03","0,03","0,17","0,16","0,17","0,00","0,00","0,00","5,44","0,91","1,28","44,03","2,22","2,88","2,41","2,26","2,35"
106,106,05/01/2021,10-11,"139,10","89,65","94,14","0,000148080744000000","0,000142473005000000","0,000111027086000000","86,03","83,09","86,40","1,06","1,03","1,07","0,03","0,03","0,03","0,17","0,16","0,17","0,00","0,00","0,00","5,42","0,91","1,28","44,03","2,22","2,88","2,36","2,22","2,31"
107,107,05/01/2021,11-12,"137,82","88,41","92,85","0,000149641679000000","0,000135966131000000","0,000107340744000000","84,64","81,74","85,00","1,19","1,15","1,20","0,03","0,03","0,03","0,17","0,16","0,17","0,00","0,00","0,00","5,42","0,91","1,28","44,03","2,22","2,88","2,34","2,20","2,29"
108,108,05/01/2021,12-13,"136,00","154,95","91,06","0,000152017788000000","0,000122196828000000","0,000102518718000000","82,88","83,60","83,24","1,21","1,22","1,21","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,38","5,59","1,27","44,03","62,01","2,88","2,31","2,33","2,26"
109,109,05/01/2021,13-14,"137,68","156,64","156,64","0,000160241313000000","0,000126751939000000","0,000097581410000000","84,48","85,21","85,21","1,25","1,26","1,26","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,39","5,60","5,60","44,03","62,01","62,01","2,34","2,36","2,36"
110,110,05/01/2021,14-15,"134,50","153,35","153,35","0,000160381037000000","0,000127333894000000","0,000092437401000000","81,44","82,07","82,07","1,13","1,14","1,14","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,40","5,61","5,61","44,03","62,01","62,01","2,29","2,31","2,31"
111,111,05/01/2021,15-16,"133,19","152,10","152,10","0,000153324814000000","0,000121042369000000","0,000088375355000000","80,08","80,77","80,77","1,17","1,18","1,18","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,43","5,64","5,64","44,03","62,01","62,01","2,28","2,30","2,30"
112,112,05/01/2021,16-17,"135,16","154,09","154,09","0,000148992588000000","0,000116383055000000","0,000087846950000000","82,02","82,71","82,71","1,16","1,17","1,17","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,44","5,65","5,65","44,03","62,01","62,01","2,31","2,33","2,33"
113,113,05/01/2021,17-18,"137,90","156,94","156,94","0,000152702361000000","0,000119373452000000","0,000091997212000000","84,70","85,49","85,49","1,18","1,19","1,19","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,45","5,67","5,67","44,03","62,01","62,01","2,35","2,38","2,38"
114,114,05/01/2021,18-19,"148,05","167,09","167,09","0,000169634628000000","0,000147482814000000","0,000127166292000000","94,43","95,24","95,24","1,45","1,46","1,46","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,44","5,65","5,65","44,03","62,01","62,01","2,50","2,53","2,53"
115,115,05/01/2021,19-20,"147,61","166,64","166,64","0,000186189915000000","0,000172688011000000","0,000168424976000000","94,43","95,23","95,23","1,00","1,01","1,01","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,45","5,66","5,66","44,03","62,01","62,01","2,50","2,52","2,52"
116,116,05/01/2021,20-21,"143,28","162,36","162,36","0,000199501676000000","0,000189058663000000","0,000171078777000000","90,09","90,92","90,92","1,05","1,06","1,06","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,48","5,70","5,70","44,03","62,01","62,01","2,44","2,46","2,46"
117,117,05/01/2021,21-22,"143,24","162,31","162,31","0,000202477284000000","0,000197658520000000","0,000169675504000000","89,99","90,82","90,82","1,06","1,07","1,07","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,51","5,73","5,73","44,03","62,01","62,01","2,44","2,47","2,47"
118,118,05/01/2021,22-23,"142,38","91,92","161,51","0,000179027789000000","0,000209499046000000","0,000164597767000000","88,66","84,94","89,53","1,40","1,34","1,41","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,63","0,94","5,86","44,03","2,22","62,01","2,45","2,28","2,48"
119,119,05/01/2021,23-24,"139,56","89,14","94,47","0,000143058617000000","0,000189266522000000","0,000155943298000000","85,64","81,99","86,07","1,62","1,55","1,63","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,65","0,94","1,33","44,03","2,22","2,88","2,41","2,24","2,36"
120,120,06/01/2021,00-01,"142,28","91,20","97,16","0,000122554377000000","0,000169934637000000","0,000146626403000000","86,36","82,28","86,84","3,42","3,26","3,44","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,78","0,96","1,37","44,03","2,22","2,88","2,48","2,29","2,42"
121,121,06/01/2021,01-02,"142,05","90,84","86,50","0,000100899134000000","0,000148531576000000","0,000159461008000000","85,06","80,93","78,36","4,45","4,23","4,10","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,82","0,96","0,75","44,03","2,22","0,89","2,48","2,29","2,21"
122,122,06/01/2021,02-03,"134,30","83,39","79,17","0,000084558047000000","0,000130534881000000","0,000154632527000000","76,41","72,66","70,24","5,43","5,16","4,99","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,85","0,97","0,75","44,03","2,22","0,89","2,37","2,18","2,10"
123,123,06/01/2021,03-04,"128,80","78,16","74,12","0,000074598934000000","0,000118781732000000","0,000147146310000000","70,59","67,13","64,90","5,83","5,54","5,36","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,85","0,97","0,75","44,03","2,22","0,89","2,29","2,10","2,03"
124,124,06/01/2021,04-05,"128,21","77,60","73,57","0,000069497734000000","0,000113252665000000","0,000140655899000000","69,81","66,38","64,17","6,04","5,74","5,55","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,85","0,97","0,75","44,03","2,22","0,89","2,28","2,09","2,02"
125,125,06/01/2021,05-06,"125,78","75,42","71,57","0,000067774357000000","0,000114757214000000","0,000135021577000000","67,29","64,08","62,04","6,20","5,90","5,72","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,81","0,96","0,75","44,03","2,22","0,89","2,23","2,06","1,99"
126,126,06/01/2021,06-07,"125,90","75,86","72,16","0,000069684987000000","0,000117480261000000","0,000131005464000000","68,23","65,19","63,25","5,50","5,26","5,10","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,71","0,95","0,74","44,03","2,22","0,89","2,22","2,05","1,99"
127,127,06/01/2021,07-08,"138,25","87,96","93,24","0,000076045866000000","0,000121133836000000","0,000126614243000000","82,21","78,77","82,69","3,78","3,62","3,80","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,63","0,94","1,33","44,03","2,22","2,88","2,39","2,22","2,34"
128,128,06/01/2021,08-09,"138,29","88,70","93,28","0,000090336784000000","0,000117028769000000","0,000105232863000000","82,60","79,66","82,95","3,63","3,51","3,65","0,03","0,03","0,03","0,17","0,16","0,17","0,00","0,00","0,00","5,46","0,92","1,29","44,03","2,22","2,88","2,36","2,21","2,31"
129,129,06/01/2021,09-10,"141,73","92,19","96,77","0,000118234979000000","0,000126355613000000","0,000089133705000000","86,16","83,22","86,53","3,51","3,39","3,53","0,03","0,03","0,03","0,17","0,16","0,17","0,00","0,00","0,00","5,42","0,91","1,28","44,03","2,22","2,88","2,41","2,26","2,35"
130,130,06/01/2021,10-11,"142,90","93,32","97,88","0,000144798576000000","0,000144136920000000","0,000097513867000000","88,69","85,65","89,00","2,16","2,08","2,17","0,03","0,03","0,03","0,17","0,16","0,17","0,00","0,00","0,00","5,40","0,91","1,27","44,03","2,22","2,88","2,42","2,27","2,36"
131,131,06/01/2021,11-12,"143,78","94,26","98,85","0,000158522705000000","0,000148731422000000","0,000100334893000000","89,98","86,97","90,37","1,75","1,69","1,76","0,03","0,03","0,03","0,17","0,16","0,17","0,00","0,00","0,00","5,39","0,91","1,27","44,03","2,22","2,88","2,43","2,28","2,38"
132,132,06/01/2021,12-13,"142,70","161,62","97,73","0,000163004010000000","0,000135698141000000","0,000097296675000000","89,03","89,72","89,34","1,70","1,71","1,70","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,35","5,55","1,26","44,03","62,01","2,88","2,41","2,43","2,35"
133,133,06/01/2021,13-14,"139,32","158,21","158,21","0,000169658305000000","0,000137914327000000","0,000093413745000000","85,51","86,17","86,17","1,86","1,88","1,88","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,36","5,57","5,57","44,03","62,01","62,01","2,36","2,38","2,38"
134,134,06/01/2021,14-15,"138,71","157,60","157,60","0,000168368392000000","0,000135566854000000","0,000089530013000000","84,87","85,53","85,53","1,89","1,91","1,91","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,38","5,58","5,58","44,03","62,01","62,01","2,35","2,37","2,37"
135,135,06/01/2021,15-16,"136,72","155,67","155,67","0,000151974808000000","0,000121620264000000","0,000081308644000000","82,68","83,39","83,39","2,10","2,12","2,12","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,39","5,61","5,61","44,03","62,01","62,01","2,32","2,35","2,35"
136,136,06/01/2021,16-17,"139,26","158,23","158,23","0,000143609276000000","0,000114447242000000","0,000077636526000000","85,19","85,92","85,92","2,07","2,09","2,09","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,41","5,62","5,62","44,03","62,01","62,01","2,37","2,39","2,39"
137,137,06/01/2021,17-18,"145,49","164,51","164,51","0,000144118209000000","0,000115757165000000","0,000080004201000000","91,53","92,31","92,31","1,84","1,86","1,86","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,43","5,64","5,64","44,03","62,01","62,01","2,46","2,49","2,49"
138,138,06/01/2021,18-19,"160,92","180,07","180,07","0,000161017092000000","0,000144897630000000","0,000118452987000000","97,86","98,70","98,70","10,71","10,81","10,81","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,42","5,63","5,63","44,03","62,01","62,01","2,69","2,72","2,72"
139,139,06/01/2021,19-20,"159,75","178,89","178,89","0,000175749429000000","0,000166756770000000","0,000154066612000000","106,00","106,91","106,91","1,41","1,42","1,42","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,43","5,64","5,64","44,03","62,01","62,01","2,68","2,70","2,70"
140,140,06/01/2021,20-21,"147,80","166,83","166,83","0,000188213924000000","0,000180314877000000","0,000159222854000000","94,05","94,84","94,84","1,56","1,57","1,57","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,46","5,68","5,68","44,03","62,01","62,01","2,50","2,53","2,53"
141,141,06/01/2021,21-22,"143,20","162,19","162,19","0,000192437257000000","0,000188162091000000","0,000160739008000000","89,68","90,44","90,44","1,34","1,35","1,35","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,50","5,72","5,72","44,03","62,01","62,01","2,44","2,46","2,46"
142,142,06/01/2021,22-23,"141,67","91,32","160,80","0,000171945116000000","0,000202478983000000","0,000157068703000000","87,57","83,96","88,43","1,82","1,74","1,84","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,62","0,94","5,84","44,03","2,22","62,01","2,44","2,27","2,46"
143,143,06/01/2021,23-24,"136,84","86,61","91,76","0,000141322096000000","0,000187215806000000","0,000150042986000000","82,07","78,63","82,48","2,54","2,43","2,55","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,63","0,94","1,33","44,03","2,22","2,88","2,37","2,20","2,31"
144,144,07/01/2021,00-01,"154,37","102,81","109,33","0,000101551023000000","0,000151381055000000","0,000142506250000000","96,10","91,63","96,64","5,60","5,34","5,63","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,78","0,96","1,36","44,03","2,22","2,88","2,66","2,46","2,60"
145,145,07/01/2021,01-02,"141,58","90,39","86,07","0,000078608677000000","0,000127508764000000","0,000161083879000000","82,80","78,77","76,27","6,25","5,95","5,76","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,82","0,96","0,75","44,03","2,22","0,89","2,47","2,28","2,21"
146,146,07/01/2021,02-03,"139,20","88,13","83,81","0,000067402172000000","0,000112959576000000","0,000157747602000000","80,41","76,52","74,03","6,27","5,97","5,78","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,83","0,97","0,75","44,03","2,22","0,89","2,44","2,25","2,17"
147,147,07/01/2021,03-04,"134,15","83,25","79,10","0,000062425218000000","0,000105093479000000","0,000150281186000000","74,98","71,29","68,98","6,73","6,40","6,19","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,84","0,97","0,75","44,03","2,22","0,89","2,36","2,18","2,10"
148,148,07/01/2021,04-05,"132,52","81,71","77,60","0,000060707579000000","0,000102318035000000","0,000142487001000000","73,30","69,70","67,43","6,80","6,47","6,26","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,84","0,97","0,75","44,03","2,22","0,89","2,34","2,16","2,08"
149,149,07/01/2021,05-06,"135,18","84,37","80,24","0,000062371740000000","0,000106019607000000","0,000136180549000000","76,23","72,58","70,28","6,53","6,21","6,02","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,81","0,96","0,75","44,03","2,22","0,89","2,37","2,19","2,12"
150,150,07/01/2021,06-07,"141,24","90,44","86,31","0,000073864434000000","0,000116370354000000","0,000135478780000000","80,45","76,81","74,53","8,38","8,00","7,76","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,72","0,95","0,74","44,03","2,22","0,89","2,45","2,27","2,20"
151,151,07/01/2021,07-08,"162,10","110,63","117,19","0,000101909500000000","0,000139605371000000","0,000142172105000000","103,13","98,67","103,72","6,30","6,03","6,34","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,68","0,94","1,34","44,03","2,22","2,88","2,75","2,57","2,70"
152,152,07/01/2021,08-09,"170,45","119,62","125,56","0,000122991712000000","0,000143462754000000","0,000127778505000000","112,63","108,54","113,11","5,26","5,07","5,29","0,03","0,03","0,03","0,17","0,16","0,17","0,00","0,00","0,00","5,48","0,92","1,29","44,03","2,22","2,88","2,85","2,68","2,79"
153,153,07/01/2021,09-10,"180,29","129,43","135,49","0,000133798529000000","0,000137150800000000","0,000107623343000000","116,40","112,43","116,89","11,25","10,87","11,30","0,03","0,03","0,03","0,17","0,16","0,17","0,00","0,00","0,00","5,43","0,91","1,28","44,03","2,22","2,88","2,98","2,82","2,93"
